_id,AnnoA,CorsoTIPO,ClasseNUMERO,ClasseNOME,SESSO,Isc
3559,2011/2012,Laurea Magistrale - dm 270/04,LM-08,Biotecnologie industriali,M,189
3560,2011/2012,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,M,186
3561,2011/2012,Laurea Magistrale - dm 270/04,LM-15,"Filologia, letterature e storia dell'antichità",M,181
3562,2011/2012,Laurea - dm 270/04,L-28,Scienze e tecnologie della navigazione,M,175
3563,2011/2012,Laurea Magistrale - dm 270/04,LM-30,Ingegneria energetica e nucleare,F,172
3564,2011/2012,Laurea Magistrale - dm 270/04,LM-82,Scienze statistiche,M,167
3565,2011/2012,Laurea Magistrale - dm 270/04,LM-81,Scienze per la cooperazione allo sviluppo,M,167
3566,2011/2012,Laurea Magistrale - dm 270/04,LM-73,Scienze e tecnologie forestali ed ambientali,M,162
3567,2011/2012,Laurea Magistrale - dm 270/04,LM-44,Modellistica matematico-fisica per l'ingegneria,M,160
3568,2011/2012,Laurea Magistrale - dm 270/04,LM-48,Pianificazione territoriale urbanistica e ambientale,F,157
3569,2011/2012,Laurea Magistrale - dm 270/04,LM-34,Ingegneria navale,M,150
3570,2011/2012,Laurea Magistrale - dm 270/04,LM-87,Servizio sociale e politiche sociali,M,150
3571,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT3,Scienze delle professioni sanitarie tecniche,M,149
3572,2011/2012,Laurea Magistrale - dm 270/04,LM-49,Progettazione e gestione dei sistemi turistici,M,145
3573,2011/2012,Laurea Magistrale - dm 270/04,LM-29,Ingegneria elettronica,F,137
3574,2011/2012,Laurea Magistrale - dm 270/04,LM-60,Scienze della natura,F,134
3575,2011/2012,Laurea Magistrale - dm 270/04,LM-93,Teorie e metodologie dell'e-learning e della media education,F,134
3576,2011/2012,Laurea Magistrale - dm 270/04,LM-92,Teorie della comunicazione,M,133
3577,2011/2012,Laurea Magistrale - dm 270/04,LM-86,Scienze zootecniche e tecnologie  animali,F,131
3578,2011/2012,Laurea Magistrale - dm 270/04,LM-05,Archivistica e biblioteconomia,F,127
3579,2011/2012,Laurea Magistrale - dm 270/04,LM-27,Ingegneria delle telecomunicazioni,F,124
3580,2011/2012,Laurea Magistrale - dm 270/04,LM-53ante21,Scienza e ingegneria dei materiali,F,124
3581,2011/2012,Laurea Magistrale - dm 270/04,LM-61,Scienze della nutrizione umana,M,123
3582,2011/2012,Laurea Magistrale - dm 270/04,LM-18,Informatica,F,121
3583,2011/2012,Laurea Magistrale - dm 270/04,LM-60,Scienze della natura,M,117
3584,2011/2012,Laurea Magistrale - dm 270/04,LM-03,Architettura del paesaggio,F,117
3585,2011/2012,Laurea Magistrale - dm 270/04,LM-20,Ingegneria aerospaziale e astronautica,F,113
3586,2011/2012,Laurea Magistrale - dm 270/04,LM-83,Scienze statistiche attuariali e finanziarie,M,113
3587,2011/2012,Laurea - dm 270/04,L-06,Geografia,M,112
3588,2011/2012,Laurea - dm 270/04,L-06,Geografia,F,109
3589,2011/2012,Laurea Magistrale - dm 270/04,LM-71,Scienze e tecnologie della chimica industriale,F,103
3590,2011/2012,Laurea - dm 270/04,L-43,Diagnostica per la conservazione dei beni culturali,M,102
3591,2011/2012,Laurea Magistrale - dm 270/04,LM-01,Antropologia culturale ed etnologia,M,101
3592,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,M,100
3593,2011/2012,Laurea Magistrale - dm 270/04,LM-45,Musicologia e beni musicali,M,100
3594,2011/2012,Laurea Magistrale - dm 270/04,LM-83,Scienze statistiche attuariali e finanziarie,F,100
3595,2011/2012,Laurea Magistrale - dm 270/04,LM-45,Musicologia e beni musicali,F,99
3596,2011/2012,Laurea  - dm 509/99,DS1,Scienze della difesa e della sicurezza,F,98
3597,2011/2012,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,F,93
3598,2011/2012,Laurea Magistrale - dm 270/04,LM-86,Scienze zootecniche e tecnologie  animali,M,92
3599,2011/2012,Laurea Magistrale - dm 270/04,LM-94,Traduzione specialistica e interpretariato,M,91
3600,2011/2012,Laurea Magistrale - dm 270/04,LM-36,Lingue e letterature dell'Africa e dell'Asia,M,84
3601,2011/2012,Laurea Magistrale - dm 270/04,LM-44,Modellistica matematico-fisica per l'ingegneria,F,84
3602,2011/2012,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,M,84
3603,2011/2012,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,M,82
3604,2011/2012,Laurea Magistrale - dm 270/04,LM-90,Studi europei,F,82
3605,2011/2012,Laurea Magistrale - dm 270/04,LM-03,Architettura del paesaggio,M,78
3606,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT2,Scienze riabilitative delle professioni sanitarie,M,77
3607,2011/2012,Laurea Magistrale - dm 270/04,LM-07,Biotecnologie agrarie,M,77
3608,2011/2012,Laurea Magistrale - dm 270/04,LM-73,Scienze e tecnologie forestali ed ambientali,F,75
3609,2011/2012,Laurea Magistrale - dm 270/04,LM-76,Scienze economiche per l'ambiente e la cultura,M,70
3610,2011/2012,Laurea Magistrale - dm 270/04,LM-39,Linguistica,M,70
3611,2011/2012,Laurea Magistrale - dm 270/04,LM-07,Biotecnologie agrarie,F,67
3612,2011/2012,Laurea Magistrale - dm 270/04,LM-90,Studi europei,M,67
3613,2011/2012,Laurea Magistrale - dm 270/04,LM-26,Ingegneria della sicurezza,M,66
3614,2011/2012,Laurea Magistrale - dm 270/04,LM-55,Scienze cognitive,M,66
3615,2011/2012,Laurea Magistrale - dm 270/04,LM/SNT4,Scienze delle professioni sanitarie della prevenzione,F,61
3616,2011/2012,Laurea Magistrale - dm 270/04,LM-57,Scienze dell'educazione degli adulti e della formazione continua,M,60
3617,2011/2012,Laurea Magistrale - dm 270/04,LM-25,Ingegneria dell'automazione,F,55
3618,2011/2012,Laurea Magistrale - dm 270/04,LM-80,Scienze geografiche,M,53
3619,2011/2012,Laurea Magistrale - dm 270/04,LM-80,Scienze geografiche,F,52
3620,2011/2012,Laurea Magistrale - dm 270/04,LM-47,Organizzazione e gestione dei servizi per lo sport e le attività motorie,F,50
3621,2011/2012,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,M,49
3622,2011/2012,Laurea Magistrale - dm 270/04,LM-93,Teorie e metodologie dell'e-learning e della media education,M,39
3623,2011/2012,Laurea Magistrale - dm 270/04,LM-05,Archivistica e biblioteconomia,M,37
3624,2011/2012,Laurea Magistrale - dm 270/04,LM-58,Scienze dell'universo,F,35
3625,2011/2012,Laurea Magistrale - dm 270/04,LM-28,Ingegneria elettrica,F,32
3626,2011/2012,Laurea Specialistica - dm 509/99,DS1/S,Specialistiche nelle scienze della difesa e della sicurezza,F,32
3627,2011/2012,Laurea Magistrale - dm 270/04,LM-26,Ingegneria della sicurezza,F,29
3628,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,F,29
3629,2011/2012,Laurea Magistrale - dm 270/04,LM-34,Ingegneria navale,F,28
3630,2011/2012,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,F,27
3631,2011/2012,Laurea Magistrale - dm 270/04,LM-64,Scienze delle religioni,M,24
3632,2011/2012,Laurea - dm 270/04,L-28,Scienze e tecnologie della navigazione,F,24
3633,2011/2012,Laurea Magistrale - dm 270/04,LM-66,Sicurezza informatica,M,20
3634,2011/2012,Laurea Magistrale - dm 270/04,LM-43,Metodologie informatiche per le discipline umanistiche,F,19
3635,2011/2012,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,M,18
3636,2011/2012,Laurea Magistrale - dm 270/04,LM-43,Metodologie informatiche per le discipline umanistiche,M,17
3637,2011/2012,Laurea Magistrale - dm 270/04,LM-11,Scienze per la conservazione dei beni culturali,M,17
3638,2011/2012,Laurea Magistrale - dm 270/04,LM-10,Conservazione dei beni architettonici e ambientali,F,16
3639,2011/2012,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,M,13
3640,2011/2012,Laurea Magistrale - dm 270/04,LM-79,Scienze geofisiche,F,9
3641,2011/2012,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,M,8
3642,2011/2012,Laurea Magistrale - dm 270/04,LM-10,Conservazione dei beni architettonici e ambientali,M,7
3643,2011/2012,Laurea Magistrale - dm 270/04,LM-66,Sicurezza informatica,F,4
3644,2011/2012,Laurea Magistrale - dm 270/04,LM-72,Scienze e tecnologie della navigazione,F,3
3645,2011/2012,Laurea Magistrale - dm 270/04,LM-91,Tecniche e metodi per la societa dell'informazione,F,3
3646,2011/2012,Laurea Magistrale a Ciclo Unico - dm 270/04,LMR/02,Conservazione e restauro dei beni culturali,M,2
3647,2010/2011,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,M,19349
3648,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,F,18597
3649,2010/2011,Laurea - dm 270/04,L-18,Scienze dell'economia e della gestione aziendale,F,16338
3650,2010/2011,Laurea - dm 270/04,L-09,Ingegneria industriale,M,14485
3651,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LMG/01,Magistrali in giurisprudenza,M,12103
3652,2010/2011,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,F,11908
3653,2010/2011,Laurea  - dm 509/99,SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,10621
3654,2010/2011,Laurea - dm 270/04,L-11,Lingue e culture moderne,F,9707
3655,2010/2011,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,M,9552
3656,2010/2011,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,F,9536
3657,2010/2011,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,F,7905
3658,2010/2011,Laurea - dm 270/04,L-33,Scienze economiche,M,7163
3659,2010/2011,Laurea Magistrale - dm 270/04,LM-77,Scienze economico-aziendali,M,7052
3660,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,F,6938
3661,2010/2011,Laurea - dm 270/04,L-20,Scienze della comunicazione,F,6824
3662,2010/2011,Laurea - dm 270/04,L-13,Scienze biologiche,F,6533
3663,2010/2011,Laurea - dm 270/04,L-12,Mediazione linguistica,F,6448
3664,2010/2011,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,M,6311
3665,2010/2011,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,M,6118
3666,2010/2011,Laurea - dm 270/04,L-10,Lettere,F,6074
3667,2010/2011,Laurea - dm 270/04,L-33,Scienze economiche,F,5696
3668,2010/2011,Laurea Magistrale - dm 270/04,LM-51,Psicologia,F,5696
3669,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,F,5095
3670,2010/2011,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,M,5006
3671,2010/2011,Laurea - dm 270/04,L-36,Scienze politiche e delle relazioni internazionali,F,4843
3672,2010/2011,Laurea  - dm 509/99,SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,4750
3673,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-41,Medicina e chirurgia,M,4653
3674,2010/2011,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,M,4490
3675,2010/2011,Laurea - dm 270/04,L-01,Beni culturali,F,4271
3676,2010/2011,Laurea - dm 270/04,L-20,Scienze della comunicazione,M,4178
3677,2010/2011,Laurea - dm 270/04,L-39,Servizio sociale,F,4067
3678,2010/2011,Laurea - dm 270/04,L-09,Ingegneria industriale,F,3220
3679,2010/2011,Laurea - dm 270/04,L-02,Biotecnologie,F,3208
3680,2010/2011,Corso di Laurea - vecchio ordinamento,18-bis,Scienze della Formazione Primaria - Quadriennale,F,3193
3681,2010/2011,Laurea - dm 270/04,L-24,Scienze e tecniche psicologiche,M,3154
3682,2010/2011,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,F,2991
3683,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-13ante22,Farmacia e farmacia industriale,M,2955
3684,2010/2011,Laurea - dm 270/04,L-13,Scienze biologiche,M,2932
3685,2010/2011,Laurea - dm 270/04,L-14,Scienze dei servizi giuridici,M,2805
3686,2010/2011,Laurea  - dm 509/99,SNT2,Professioni sanitarie della riabilitazione,F,2779
3687,2010/2011,Laurea Magistrale - dm 270/04,LM-06,Biologia,F,2756
3688,2010/2011,Laurea - dm 270/04,L-11,Lingue e culture moderne,M,2744
3689,2010/2011,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,M,2566
3690,2010/2011,Laurea Magistrale - dm 270/04,LM-33,Ingegneria meccanica,M,2411
3691,2010/2011,Laurea - dm 270/04,L-10,Lettere,M,2377
3692,2010/2011,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",F,2370
3693,2010/2011,Laurea - dm 270/04,L-17,Scienze dell'architettura,F,2365
3694,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),F,2343
3695,2010/2011,Laurea - dm 270/04,L-07,Ingegneria civile e ambientale,F,2323
3696,2010/2011,Laurea - dm 270/04,L-08,Ingegneria dell'informazione,F,2311
3697,2010/2011,Laurea - dm 270/04,L-22,Scienze delle attività motorie e sportive,F,2218
3698,2010/2011,Laurea Magistrale - dm 270/04,LM-37,Lingue e letterature moderne europee e americane,F,2202
3699,2010/2011,Laurea  - dm 509/99,SNT3,Professioni sanitarie tecniche,F,2164
3700,2010/2011,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,F,2151
3701,2010/2011,Laurea - dm 270/04,L-17,Scienze dell'architettura,M,2147
3702,2010/2011,Laurea - dm 270/04,L-40,Sociologia,F,2141
3703,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-04cu,Architettura e ingegneria edile-architettura (quinquennale),M,2131
3704,2010/2011,Laurea - dm 270/04,L-15,Scienze del turismo,F,2052
3705,2010/2011,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,M,1988
3706,2010/2011,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,F,1949
3707,2010/2011,Laurea - dm 270/04,L-02,Biotecnologie,M,1885
3708,2010/2011,Laurea Magistrale - dm 270/04,LM-85,Scienze pedagogiche,F,1878
3709,2010/2011,Laurea - dm 270/04,L-16,Scienze dell'amministrazione e dell'organizzazione,F,1875
3710,2010/2011,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,M,1871
3711,2010/2011,Laurea - dm 270/04,L-05,Filosofia,F,1852
3712,2010/2011,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,M,1850
3713,2010/2011,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,F,1840
3714,2010/2011,Laurea Magistrale - dm 270/04,LM-38,Lingue moderne per la comunicazione e la cooperazione internazionale,F,1833
3715,2010/2011,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,M,1787
3716,2010/2011,Laurea Magistrale - dm 270/04,LM-32,Ingegneria informatica,M,1743
3717,2010/2011,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,M,1725
3718,2010/2011,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,M,1717
3719,2010/2011,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,M,1711
3720,2010/2011,Laurea  - dm 509/99,SNT3,Professioni sanitarie tecniche,M,1691
3721,2010/2011,Laurea - dm 270/04,L-05,Filosofia,M,1630
3722,2010/2011,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,F,1586
3723,2010/2011,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,F,1567
3724,2010/2011,Laurea Magistrale - dm 270/04,LM-56,Scienze dell'economia,F,1530
3725,2010/2011,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",F,1486
3726,2010/2011,Laurea Magistrale - dm 270/04,LM-04,Architettura e ingegneria edile-architettura,M,1484
3727,2010/2011,Laurea - dm 270/04,L-32,Scienze e tecnologie per l'ambiente e la natura,M,1462
3728,2010/2011,Laurea Magistrale - dm 270/04,LM-89,Storia dell'arte,F,1460
3729,2010/2011,Laurea - dm 270/04,L-01,Beni culturali,M,1452
3730,2010/2011,Laurea - dm 270/04,L-27,Scienze e tecnologie chimiche,F,1445
3731,2010/2011,Laurea  - dm 509/99,SNT2,Professioni sanitarie della riabilitazione,M,1442
3732,2010/2011,Laurea - dm 270/04,L-12,Mediazione linguistica,M,1434
3733,2010/2011,Laurea - dm 270/04,L-42,Storia,M,1433
3734,2010/2011,Laurea Magistrale - dm 270/04,LM-87,Servizio sociale e politiche sociali,F,1421
3735,2010/2011,Laurea - dm 270/04,L-35,Scienze matematiche,F,1402
3736,2010/2011,Laurea - dm 270/04,L-26,Scienze e tecnologie alimentari,M,1388
3737,2010/2011,Laurea - dm 270/04,L-19,Scienze dell'educazione e della formazione,M,1340
3738,2010/2011,Laurea - dm 270/04,L-04,Disegno industriale,F,1321
3739,2010/2011,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,F,1312
3740,2010/2011,Laurea - dm 270/04,L-03,"Discipline delle arti figurative, della musica, dello spettacolo e della moda",M,1292
3741,2010/2011,Laurea - dm 270/04,L-35,Scienze matematiche,M,1187
3742,2010/2011,Laurea - dm 270/04,L-38,Scienze zootecniche e tecnologie delle produzioni animali,F,1144
3743,2010/2011,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",F,1133
3744,2010/2011,Laurea - dm 270/04,L-23,Scienze e tecniche dell'edilizia,F,1118
3745,2010/2011,Laurea - dm 270/04,L-34,Scienze geologiche,M,1086
3746,2010/2011,Laurea Magistrale - dm 270/04,LM-51,Psicologia,M,1077
3747,2010/2011,Laurea Magistrale - dm 270/04,LM-06,Biologia,M,997
3748,2010/2011,Laurea - dm 270/04,L-04,Disegno industriale,M,989
3749,2010/2011,Laurea Magistrale - dm 270/04,LM-09,"Biotecnologie mediche, veterinarie e farmaceutiche",F,985
3750,2010/2011,Laurea - dm 270/04,L-40,Sociologia,M,983
3751,2010/2011,Laurea Magistrale - dm 270/04,LM-31,Ingegneria gestionale,F,982
3752,2010/2011,Laurea Magistrale - dm 270/04,LM-29,Ingegneria elettronica,M,974
3753,2010/2011,Laurea - dm 270/04,L-30,Scienze e tecnologie fisiche,F,966
3754,2010/2011,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,F,941
3755,2010/2011,Laurea - dm 270/04,L-25,Scienze e tecnologie agrarie e forestali,F,931
3756,2010/2011,Laurea Magistrale - dm 270/04,LM-18,Informatica,M,920
3757,2010/2011,Laurea - dm 270/04,L-42,Storia,F,874
3758,2010/2011,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,F,842
3759,2010/2011,Laurea Magistrale - dm 270/04,LM-52,Relazioni internazionali,M,840
3760,2010/2011,Laurea Magistrale - dm 270/04,LM-88,Sociologia e ricerca sociale,F,825
3761,2010/2011,Laurea - dm 270/04,L-15,Scienze del turismo,M,808
3762,2010/2011,Laurea Magistrale - dm 270/04,LM-19,Informazione e sistemi editoriali,F,790
3763,2010/2011,Laurea Magistrale - dm 270/04,LM-65,Scienze dello spettacolo e produzione multimediale,F,781
3764,2010/2011,Laurea - dm 270/04,L-29,Scienze e tecnologie farmaceutiche,M,752
3765,2010/2011,Laurea Magistrale - dm 270/04,LM-20,Ingegneria aerospaziale e astronautica,M,742
3766,2010/2011,Laurea Magistrale - dm 270/04,LM-02,Archeologia,F,738
3767,2010/2011,Laurea Magistrale - dm 270/04,LM-17,Fisica,M,733
3768,2010/2011,Laurea Magistrale - dm 270/04,LM-94,Traduzione specialistica e interpretariato,F,730
3769,2010/2011,Laurea - dm 270/04,L-21,"Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale",M,718
3770,2010/2011,Laurea Magistrale - dm 270/04,LM-50,Programmazione e gestione dei servizi educativi,F,716
3771,2010/2011,Laurea Magistrale - dm 270/04,LM-78,Scienze filosofiche,M,711
3772,2010/2011,Laurea Magistrale - dm 270/04,LM-63,Scienze delle pubbliche amministrazioni,M,699
3773,2010/2011,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,F,687
3774,2010/2011,Laurea Magistrale - dm 270/04,LM-27,Ingegneria delle telecomunicazioni,M,683
3775,2010/2011,Laurea Magistrale - dm 270/04,LM-62,Scienze della politica,M,669
3776,2010/2011,Laurea Magistrale - dm 270/04,LM-84,Scienze storiche,M,667
3777,2010/2011,Laurea Magistrale a Ciclo Unico - dm 270/04,LM-42,Medicina veterinaria,F,638
3778,2010/2011,Laurea Magistrale - dm 270/04,LM-23,Ingegneria civile,F,632
3779,2010/2011,Laurea Magistrale - dm 270/04,LM-59,"Scienze della comunicazione pubblica, d'impresa e pubblicità",M,616
3780,2010/2011,Laurea Magistrale - dm 270/04,LM-14,Filologia moderna,M,614
3781,2010/2011,Laurea - dm 270/04,L/SNT1,"Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",M,608
3782,2010/2011,Laurea Magistrale - dm 270/04,LM-40,Matematica,F,608
3783,2010/2011,Laurea Magistrale - dm 270/04,LM-35,Ingegneria per l'ambiente e il territorio,M,603
3784,2010/2011,Laurea - dm 270/04,L-41,Statistica,M,592
3785,2010/2011,Laurea Specialistica - dm 509/99,SNT1/S,Specialistiche nelle scienze infermieristiche e ostetriche,F,578
3786,2010/2011,Laurea - dm 270/04,L-31,Scienze e tecnologie informatiche,F,563
3787,2010/2011,Laurea Magistrale - dm 270/04,LM-12,Design,F,539
